type_transaction,type_bien,prix,surface,nb_pieces,nb_chambres,ville,code_postal,description,source
location,Appartement,800.0,10.0,3.0,,Paris,75016,"Nous louons dans un espace partagé, convivial et chaleureux, refait à neuf, 2 postes dans un espace de bureau fermé :  Le prix de 800€HT/mois comprend : - 2 postes - Une salle fermée de 10m2 -...",pap
location,Appartement,795.0,63.0,4.0,,Troyes,10000,,entreparticuliers
location,Appartement,788.0,31.0,1.0,,Lyon,69007,"L’appartement est disponible le 1er mai 2026.  Studio meublé de 31 m² situé au deuxième étage avec ascenseur dans une copropriété récente, propre et sécurisée **Terrasse de 7 m² sur cour en vis-à-vis...",pap
location,Appartement,780.0,59.0,3.0,,Douai,59500,,entreparticuliers
location,Appartement,775.0,56.0,3.0,,Guignes,77390,"Situé à Guignes, à proximité immédiate des commodités (commerces, transports...), découvrez ce charmant appartement de 3 pièces au 2ᵉ étage d’une résidence sécurisée.",orpi
location,Appartement,775.0,50.0,2.0,,Lille,59000,,entreparticuliers
location,Appartement,770.0,26.0,1.0,,Noisy,93130,"Appartement À Louer. Charmant studio à louer rue Émile Zola à Noisy-le-Sec d'une surface de 25,75 m².",orpi
location,Appartement,765.0,50.0,2.0,1.0,Liancourt,60140,"Maison de ville donnant sur rue à 3 mn à pied du centre, 15 mn à pied de la gare Rantigny. Rénovée & isolée, elle comprend sur environ 50 m2 de plain-pied : Entrée sur séjour, une cuisine aménagée...",pap
location,Appartement,750.0,47.0,2.0,,L'escarène,6440,"L'ESCARENE - Appartement Deux pièces. Sur la comme de L'ESCARENE, appartement deux pièces entièrement rénové et en parfait état composé d'un séjour avec cuisine ouverte, une salle de douche avec wc, une chambre avec coin dressing à aménager.",orpi
location,Appartement,750.0,14.0,1.0,,Paris 17e Arrondissement,75017,,entreparticuliers
location,Appartement,746.0,11.0,1.0,,Levallois-perret,92300,"**Studio meublé** Paris - Levallois-Perret, équipé (Wi-Fi, TV, vaisselles, plaques, frigidaire, micro-ondes, linges, digicode, gardien), propre, calme pour 1 locataire.   Aucune nuisance n'est...",pap
location,Appartement,735.0,44.0,2.0,,Montpellier,34000,,entreparticuliers
location,Appartement,735.0,23.0,1.0,,Nantes,44000,,entreparticuliers
location,Appartement,725.0,54.0,3.0,,Saint-mamert-du-gard,30730,,entreparticuliers
location,Appartement,725.0,31.0,1.0,,Thionville,57100,"THIONVILLE SAINT PIERRE - Appartement F1 meublé. Appartement Meublé – Quartier Saint-Pierre Idéalement situé, à proximité immédiate des commodités et de l’embranchement d’autoroute.",orpi
location,Appartement,725.0,21.0,2.0,,Strasbourg,67000,"Studio meublé de 21m² à Esplanade !. Rue Vauban dans le quartier Esplanade, à côté des facs et à proximité de l'arrêt de tram Esplanade ;",orpi
location,Appartement,724.0,61.0,3.0,,Rozay,77540,"Appartement 3 pièces - 60,58 m² - Rozay en Brie. A louer au centre ville de Rozay en Brie, appartement 3 pièces situé au premier étage d'un immeuble sécurisé et comprenant : une entrée, un séjour de 25m², une cuisine, deux chambres de 11 et 10m², une salle de bains, un wc. Le logement dispose d'un cellier extérieur privative, ainsi que d'un jardin commun au reste de l'immeuble. Chauffage gaz de ville. Disponible mi-mai",orpi
location,Appartement,715.0,20.0,1.0,,Marseille 10,13010,"À Louer T1 MEUBLE avec balcon. Orpi Ava Immobilier vous propose à la location, à proximité de la Timone, ce charmant studio meublé offrant tout le confort nécessaire.",orpi
location,Appartement,714.0,25.0,1.0,,Le Bourget,93350,"LE BOURGET - Résidence récente - proche gare.. LE BOURGET - Résidence récente - proche gare bel appartement au 1er étage avec ascenseur, il comprend une entrée, une salle de bain avec des WC et une pièce à vivre avec coin cuisine et balcon.",orpi
location,Appartement,700.0,47.0,2.0,,Le Mans,72000,,entreparticuliers
location,Appartement,699.0,201.0,8.0,,Étang-salé,97427,"️ **Chambre meublée** : Literie 4*, vidéoprojecteur, Jacuzzi  Chambre tout confort, toutes charges incluses, disponible dans cette colocation dans une villa de standing avec uniquement des...",pap
location,Appartement,689.0,52.0,2.0,,Eschau,67114,,entreparticuliers
location,Appartement,685.0,32.0,2.0,1.0,Caen,14000,"Disponible immédiatement. Appartement de charme dans immeuble 17 ° siècle. Localisation dans quartier animé. Hyper-centre de Caen,  66 rue de Bras.  Idéal pour jeune professionnel en activité avec...",pap
location,Appartement,680.0,54.0,3.0,,Martigues,13117,,entreparticuliers
location,Appartement,658.0,44.0,2.0,,Angers,49000,,entreparticuliers
location,Appartement,650.0,29.0,1.0,,Ramonville-saint-agne,31520,,entreparticuliers
location,Appartement,649.0,35.0,2.0,,Mauguio,34130,"MAUGUIO : appartement T2 à louer disponible immédiatement.. Situé au 16 rue Jean Paulhan à Mauguio, ce charmant appartement T2 de 34,51 m² à louer. Disponible immédiatement.",orpi
location,Appartement,645.0,37.0,2.0,,Avignon,84000,"Appartement À Louer. Quartier des Halles, dans copropriété privée entièrement rénovée, venez découvrir ce magnifique T2 en DUPLEX de 36,54 m² donnant sur le jardin de la copropriété. Une très belle Verrière offre une vue sur la cour, une Cuisine ouverte équipée sur la pièce de vie. A l'étage, une salle d'eau WC, une chambre avec placards. Tout le charme de l'ancien a été conservé dans les règles de l'art. Disponible tout de suite.",orpi
location,Appartement,644.0,37.0,2.0,,Toulouse,31000,,entreparticuliers
location,Appartement,640.0,87.0,5.0,,Saint,71230,Appartement T5 avec jardin privatif - à louer. EXCLUSIVITE ORPI MONTCEAU - A NE PAS MANQUER !,orpi
location,Appartement,640.0,26.0,1.0,,Morigny-champigny,91150,"Studio de 26 m2, meublé, dans une maison individuelle, entrée indépendante, avec espace jardin, Tv et internet. Proche RER C station Etampes (5 min en bus or 20 min à pied), station bus à 2 min. ...",pap
location,Appartement,640.0,25.0,1.0,,La Rochelle,17000,T1 Bis Meublé - 24.90m² - Hypercentre de La Rochelle. Le cabinet Immobilier Desvallois Orpi vous propose à la location un T1 Bis meublé à l'année dans un immeuble de caractère et sécurisé situé en hypercentre de La Rochelle.,orpi
location,Appartement,640.0,20.0,1.0,,Montpellier,34000,"Situé dans un cadre verdoyant, ce studio de 20m2 complètement équipé est situé proche de commerces et desservi par le bus et tram. Il est en cours de rénovation, et est disponible dès aujourd'hui ...",pap
location,Appartement,620.0,62.0,3.0,,Vals,7600,"Situé dans une **monopropriété calme** au cœur de la cité thermale de Vals-les-Bains, cet appartement bénéficie d’un emplacement idéal, **proche de toutes les commodités** avec **parking à proximité**.",orpi
location,Appartement,620.0,32.0,1.0,,Villers-lès-nancy,54600,"Studio spacieux meublé dans résidence calme à Villers-lès-Nancy Clair Lieu. Cuisine équipée : réfrigérateur avec partie réfrigérée, lave-linge, four multifonction, cafetière, plaques halogène avec...",pap
location,Appartement,619.0,64.0,3.0,,Fontès,34320,,entreparticuliers
location,Appartement,611.0,22.0,1.0,,Bordeaux,33000,"A deux pas de la porte de Bourgogne, un appartement meublé de type studio comprenant une entrée, une pièce de vie avec cuisine ouverte aménagée et équipée (plaque, frigo, vaisselle etc.), une salle de bain avec wc et un espace cellier avec machine à laver.",orpi
location,Appartement,610.0,95.0,5.0,,Argenteuil,95100,Colocation Premium à Argenteuil – APL & Garantie Visale Acceptées.  1 Chambre disponible immédiatement   Grand appartement refait à neuf moderne et lumineux – 95 m² entièrement rénové et meublé      ...,pap
location,Appartement,600.0,80.0,3.0,,Noisy-le-grand,93160,"**Colocation meublée dans un pavillon** charmant et situé dans le quartier des Richardets, proche de la cité universitaire Descartes - campus à 15 min à pied. Location 1 chambre avec lit en...",pap
location,Appartement,600.0,74.0,4.0,,Cachan,94230,"1 chambre de 12 m2 entièrement meublée en colocation disponible à partir de 01/05/26 à Cachan. Éligible à APL.  Grand appartement de 73 m² comprenant 3 chambres, en colocation avec bail individuel,...",pap
location,Appartement,600.0,64.0,3.0,,Fresnes,94260,"Colocation : Une chambre équipée (lit, table, chaise, meubles..)  dans une colocation agréable.  Salle de bains et Cuisine équipées et partagées.  Transports à proximité : RER B Croix de Berny à 9...",pap
location,Appartement,600.0,40.0,2.0,,Saint-sébastien-sur-loire,44230,,entreparticuliers
location,Appartement,600.0,32.0,1.0,,Avignon,84000,"Appartement À Louer. Quartier des Halles, dans copropriété privée entièrement rénovée, venez découvrir ce très beau studio de 32 m². Cuisine ouverte équipée, pièce de vie plein Sud, une salle d'eau, WC indépendant. Tout le charme de l'ancien a été conservé dans les règles de l'art. Disponible tout de suite.",orpi
location,Appartement,600.0,29.0,1.0,,Rennes,35000,,entreparticuliers
location,Appartement,597.0,24.0,1.0,,Bordeaux,33000,,entreparticuliers
location,Appartement,595.0,42.0,1.0,,Onet,12850,"Appartement Onet Le Chateau 2 pièce(s) 42.34 m2. ONET LE CHATEAU, quartier de la Baleine, dans une résidence sécurisée venez découvrir ce bel appartement T2 entièrement meublé. Il se compose d'une pièce de vie ouverte sur la cuisine aménagée et équipée, un WC indépendant, une grande chambre avec placard, une salle d'eau et un balcon. Pour plus de confort vous disposez d'un stationnement.",orpi
location,Appartement,590.0,59.0,2.0,,Avignon,84000,"Appartement T2 de 59,25m² Avignon - À Louer - Balcon. En Exclusivité - Avignon extra-muros",orpi
location,Appartement,590.0,44.0,2.0,,Joué,37300,"Beau T2 à louer avec balcon et cuisine aménagée - Joué les Tours. Appartement en location — idéalement situé au centre-ville de Joué-lès-Tours, 27 Avenue du Général de Gaulle.",orpi
location,Appartement,590.0,38.0,2.0,,Rodez,12000,,orpi
location,Appartement,590.0,18.0,1.0,,Toulouse,31000,,entreparticuliers
location,Appartement,580.0,41.0,2.0,,Brullioles,69690,"Appartement À Louer. BRULLIOLES. Appartement T2 de 41,35 m². LOCATION VIDE. 580 Euros.",orpi
location,Appartement,573.0,23.0,1.0,,Bordeaux,33000,,entreparticuliers
location,Appartement,570.0,140.0,6.0,,Athis-mons,91200,Découvrez ce **beau pavillon de caractère entièrement équipé et meublé en colocation** à Athis-Mons dans le département de l'Essonne.  Idéalement situé à proximité des transports en commun : accès à...,pap
location,Appartement,560.0,23.0,1.0,,Salon,13300,Beau studio meublé et rénové 22m²- Proche Gare SALON DE PROVENCE. Proche secteur gare/michelet et à 5 min du centre ville.,orpi
location,Appartement,560.0,18.0,1.0,,Magny-en-vexin,95420,,entreparticuliers
location,Appartement,559.0,32.0,1.0,,Saint-andré,97440,"**Grand studio 32m2.  Pour Etudiant(e). Avec clim dans résidence sécurisée**,  secteur ville  à St-André.  Charges parties communes  et taxe ordures ménagères comprises .  Non soumis au DPE.",pap
location,Appartement,556.0,31.0,2.0,,Strasbourg,67000,,entreparticuliers
location,Appartement,550.0,31.0,2.0,,Tours,37000,"Appartement À Louer. Découvrez cet appartement meublé à louer, situé au cœur de Tours, rue Victor Hugo. T2 de 30 m², une chambre avec salle d'eau, chauffage individuel électrique.",orpi
location,Appartement,550.0,22.0,1.0,,Toulouse,31400,Studio de 22m2 meublé idéalement situé en centre-ville de Toulouse. Au troisième étage avec ascenseur.,orpi
location,Appartement,542.0,34.0,2.0,,Châteaubriant,44110,"Situé au 2ème étage sur 3 étage d’un petit immeuble, ce T2 se compose d’une pièce de vie avec coin cuisine (plaques électriques, hotte, évier ,et rangements), d'un dégagement desservant une chambre avec partie dressing ainsi que d’une salle d’eau avec WC.",orpi
location,Appartement,538.0,36.0,3.0,,Creil,60100,,entreparticuliers
location,Appartement,535.0,28.0,1.0,,Avignon,84000,"Appartement À Louer. Quartier des Halles, dans copropriété privée entièrement rénovée, venez découvrir ce magnifique studio de 28.34 m² au 1er étage. Cuisine ouverte équipée sur la pièce de vie, une salle d'eau WC. Tout le charme de l'ancien a été conservé dans les règles de l'art. Disponible tout de suite.",orpi
location,Appartement,530.0,42.0,2.0,,Rodez,12000,,orpi
location,Appartement,530.0,21.0,1.0,,Annecy,74000,,entreparticuliers
location,Appartement,500.0,97.0,5.0,,Évry,91000,Colocation - **2 chambres simples disponibles **  sur 4 !  Terrasse.  Disponibilité immédiate.  Colocation dans un appartement de 4 chambres totalement rénové avec une terrasse.  Elle se situe dans...,pap
location,Appartement,500.0,66.0,4.0,,Madeleine,59110,"**1 chambre dans Coloc à 3**. 66 m2. Une chambre à louer immédiatement, avec  point d eau froide et chaude. Calme, confortable, lumineux, propre.  Salle de bains rénovée le 24 mars 2026. Parcs...",pap
location,Appartement,500.0,20.0,1.0,,Vélizy-villacoublay,78140,,entreparticuliers
location,Appartement,490.0,61.0,3.0,,Sainte-sigolène,43600,,entreparticuliers
location,Appartement,486.0,32.0,2.0,,Chauny,2300,"Location appartement 2 pièces - F2 Chauny. CHAUNY. Au coeur de la ville, un charmant appartement isolé au 1er étage d'un immeuble avec accès sécurisé. Il comprend une entrée, une cuisine aménagée et équipée ouverte sur séjour formant un espace de vie de 24m², salle de bains avec toilettes, et une belle chambre de 13 m². Chauffage au gaz de ville.",orpi
location,Appartement,480.0,9.0,3.0,,Paris,75012,"Proche Porte de Charenton, métro «Daumesnil»  **Domiciliation commerciale**  Solution économique pour créateur d'entreprise. Secrétariat à disposition. Gestion et suivi du courrier. Services annexes...",pap
location,Appartement,475.0,20.0,1.0,,Chamalières,63400,"Studio à Clermont-Ferrand au coeur de Chamalières, à proximité immédiate de tous les commerces, des transports et à 5 mn de Jaude, proche des Universités.  Au sein d'un immeuble calme, cet...",pap
location,Appartement,470.0,76.0,5.0,,Corbeil-essonnes,91100,Chambre en colocation – 12 m² – Corbeil-Essonnes – 470 € TTC  **Chambre d'environ 12 m² disponible fin mars** dans une colocation située 1 rue des Fours à Chaux à Corbeil-Essonnes.  L'appartement...,pap
location,Appartement,470.0,23.0,1.0,,Joué,37300,"Appartement À Louer. Studio meublé à louer — idéalement situé au 53 Boulevard de Chinon à Joué-lès-Tours, au 4ème étage avec ascenseur.",orpi
location,Appartement,465.0,35.0,1.0,,Sauternes,33210,,entreparticuliers
location,Appartement,455.0,29.0,1.0,,Margny,60280,"Appartement Margny-Lès-Compiègne - 1 pièce - 29,13 m². A 5 minutes de la gare et à proximité des commerces à Margny-Lès-Compiègne !",orpi
location,Appartement,450.0,37.0,2.0,,Trélissac,24750,,entreparticuliers
location,Appartement,450.0,17.0,1.0,,Arcachon,33120,,entreparticuliers
location,Appartement,440.0,36.0,1.0,,Saint-louis,68300,,entreparticuliers
location,Appartement,440.0,35.0,2.0,,Bourges,18000,,entreparticuliers
location,Appartement,430.0,20.0,1.0,,Salmiech,12120,"Situé dans un environnement paisible et agréable, dans le joli village de Salmiech, au cœur du Lévezou, ce studio avec parking est idéal pour une personne seule à la recherche d’un logement fonctionnel, facile à vivre.",orpi
