"prix";"surface";"nb_pieces";"nb_chambres";"description";"transaction";"type_bien";"source";"ville";"code_postal"
"1850";"52.0";"2";"1";"Maison individuelle de charme et de caractère, entièrement rénovée,  dans une propriété familiale, à proximité immédiate des pelouses et de toutes commodités : RER A, écoles, commerces, etc. -...";"locations";"maisons";"Pap";"Vesinet";"78110"
"1350";"79.0";"4";"3";"Appartement (maison) T4 duplex de 79,04 m² comportant 3 chambres, SDB, Séjour, cuisine séparée, 2 W-C, Buanderie, Jardin et place de parking.  Il se situe dans un lotissement de 38 maisons jumelées...";"locations";"maisons";"Pap";"Évry-Courcouronnes";"91000"
"3100";"160.0";"5";"4";"Maison de 160m² sur jardin clôturé avec une grande pièce à vivre au RDC. Au 1er étage se trouve 3 chambres indépendantes ainsi qu'une SDB. Le 2 étage est composé quant à lui d'une suite parentale de...";"locations";"maisons";"Pap";"Colombes";"92700"
"2500";"150.0";"6";"4";"Loue en location meublée Villa provençale, pres du village de Lourmarin , située plein sud , grande piscine au sel 8/12 m , grand espace de jardin , terrain de pétanques , douche extérieure, cuisine...";"locations";"maisons";"Pap";"Mérindol";"84360"
"990";"37.0";"2";"1";"Maison d'environ 37m² habitables, avec une cuisine équipée, une chambre, un bureau, une salle de bains et de nombreux rangements. 10min à pied du RER B (Massy-Verrières), proximité commerces et...";"locations";"maisons";"Pap";"Verrières-Le-Buisson";"91370"
"8500";"265.0";"7";"5";"La villa se trouve à 5min à pied du vieux village de Mougins, qui est essentiellement composé de petites ruelles, de restaurants, et de galeries d'art.  L'accès autoroute est à 5 min, La Croisette De...";"locations";"maisons";"Pap";"Mougins";"06250"
"1800";"70.0";"4";"3";"Face Paris. avec jardin,  très agréable, Pavillon meublé 70 m2, jardin, 3 chambres, grand salon, salle de bains, wc séparés. A 2 pas commerces.  Idéal Colocation étudiants.  Très bien situé, 5 min...";"locations";"maisons";"Pap";"Gentilly";"94250"
"1170";"70.0";"3";"2";"Je mets mon bien en location, petite maison avec terrasse situé aux Alluets le Roi 78580, village très calme au milieu de la nature. Collé à Orgeval, proche de commerce, 15 min de Saint-Germain en...";"locations";"maisons";"Pap";"Alluets-Le-Roi";"78580"
"2700";"140.0";"6";"5";"**Pas de contact d'agence** Disponible à partir du 1ᵉʳ mai 2026  Tassin le Sauze. Maison architecte , mitoyenne, au bout impasse privée. Pièce principale 53 m2 avec cuisine équipée ouverte sur grande...";"locations";"maisons";"Pap";"Tassin-La-Demi-Lune";"69160"
"1250";"119.0";"4";"3";"Maison neuve - 3 chambres + salle de séjour - séparation cuisine/salle de séjour par un bar - cuisine équipée - frigo et congélateur encastrable - plaques induction, lave-vaisselle- four électrique -...";"locations";"maisons";"Pap";"Mathes";"17570"
"1525";"100.0";"4";"3";"Maison individuelle à louer avec garage de 15 m² et jardin clos de 750 m² (pas de mitoyenneté) – Construction 2002 Emplacement : Lotissement très calme Disponible à partir d'avril 2026, conforme aux...";"locations";"maisons";"Pap";"Saint-Arnoult";"14800"
"1300";"101.0";"5";"3";"Loue maison spacieuse refaite à neuf dans le centre-ville comprenant  : 3 chambres dont une chambre avec WC et lavabo, fenêtre PVC avec double vitrage, une très grande cuisine, très grande salle de...";"locations";"maisons";"Pap";"Caudebec-Lès-Elbeuf";"76320"
"849";"95.0";"4";"3";"Maison T4 rénovée – 95 m² – Jardin 1000 m² – Calme campagne   Située à Ruillé-Froid-Fonds (53170), à seulement 7 minutes de Meslay-du-Maine.   Maison mitoyenne entièrement rénovée en 2025, dans un...";"locations";"maisons";"Pap";"Ruillé-Froid-Fonds";"53170"
"1650";"100.0";"4";"3";"Echoppe bordelaise sur 2 niveaux de type T4 de 100m2 disponible début juin. Située à Bastide à 2’ de l’arrêt de tramway Galin. Rue calme et résidentielle.  Idéale pour un couple avec enfants dans un...";"locations";"maisons";"Pap";"Bordeaux";"33000"
"1900";"195.0";"6";"5";"Particulier à Particulier loue Très belle villa de 195 m2 dans lotissement privé et résidentiel à 10 minutes du métro. Elle est composée d'une salle manger avec cheminée de 50 m2 donnant sur la...";"locations";"maisons";"Pap";"Pin-Balma";"31130"
"700";"140.0";"4";"3";"Sologne, Theillay.  **À usage de résidence secondaire**, dans les bois, à proximité d'un château, à 3 km d'un village tous commerces et commodités.   Maison ancienne, poutres et colombages,...";"locations";"maisons";"Pap";"Theillay";"41300"
"1350";"130.0";"6";"4";"Loue à l'année, en campagne, maison meublée mitoyenne de 130m2 comprenant : - au RDC un hall d'entrée, salle à manger avec cuisine  américaine, living-room, salle d'eau avec wc séparé, - à l'étage,...";"locations";"maisons";"Pap";"Monteux";"84170"
"9855";"365.0";"7";"4";"**Superbe maison d'architecte** (360m² répartis sur 4 niveaux), style contemporain. **Superbes aménagements intérieurs**, située dans une rue très calme à sens unique à proximité immédiate du parc...";"locations";"maisons";"Pap";"Paris";"75014"
"2890";"108.0";"6";"4";"En location non meublée, une maison 6 pièces de 108m2 habitables (177m2 utiles), à 15 min à pied du centre ville, et 5min à pied du lycée Richelieu et Daniélou. Secteurs scolaires Georges Sand, et...";"locations";"maisons";"Pap";"Rueil-Malmaison";"92500"
"3150";"178.0";"6";"5";"Maison de 178 m2, 6 pièces, 5 chambres. + Sous-sol 100 m,  1 chaufferie avec pompe à chaleur hybride. Rez-de-chaussée : belle entrée ,salle à manger, double séjour avec cheminée , cuisine , wc. Etage...";"locations";"maisons";"Pap";"Essarts-Le-Roi";"78690"
"1550";"70.0";"3";"2";"Maison individuelle de 70 m² Gîte de France 3 épis, entièrement rénovée, clôturée, meublée et équipée, disponible pour de courtes périodes, au mois ou à la semaine en meublé touristique.  Sur même...";"locations";"maisons";"Pap";"Bar-Sur-Loup";"06620"
"8500";"310.0";"6";"5";"VALBONNE - VILLA LUXUEUSE 310M² PISCINE  VILLA D'EXCEPTION. A loué sur Valbonne, située dans un écrin de verdure au sein d'un domaine privé et gardienné, superbe villa luxueuse néo-provençale de...";"locations";"maisons";"Pap";"Valbonne";"06560"
"2900";"130.0";"5";"4";"On loue cette villa pour plusieurs mois à partir de septembre jusqu'en  juin soit 10 mois l'année scolaire en quelque sorte. On peut la louer pour une durée plus courte. Loyer 2.900/ 3.000 E par mois...";"locations";"maisons";"Pap";"Cabriès";"13170"
"860";"120.0";"5";"3";"À 3 km l'aigle dans l'Orne petite ville de 8000 habitants avec toutes les commodités : gare SNCF, plusieurs trains pour Paris par jour, piscine, grand cinéma, restaurants, golf équitation etc.…, aux...";"locations";"maisons";"Pap";"Saint-Ouen-Sur-Iton";"61300"
"1300";"220.0";"6";"4";"Saint Saulve à 50 km de Lille, et à 110 km de Bruxelles. Loue une maison avec jardin. 2 garages et 2 places de parking, grands volumes. Aucune mitoyenneté.   Quartier tranquille et agréable.  10...";"locations";"maisons";"Pap";"Saint-Saulve";"59880"
"2420";"110.0";"4";"2";"Maison de ville esprit loft – 110 m² – 3 plateaux ouverts – Nanterre centre  Rare à la location. Maison de ville entièrement rénovée, pensée comme un loft vertical, au cœur de Nanterre. Anciennement...";"locations";"maisons";"Pap";"Nanterre";"92000"
"2750";"99.0";"5";"3";"*Maison moderne neuve 2024 – Prestations haut de gamme – Jardin et parking**.  Disponibilité 27/06/2026  Découvrez cette maison contemporaine construite en 2024, offrant des **prestations modernes**,...";"locations";"maisons";"Pap";"Bièvres";"91570"
"995";"102.0";"5";"4";"Les charges d'électricité, d'eau, et la TEOM ne sont pas comprises dans les charges indiquées qui ne correspondent qu'aux charges de copropriété.  Maison de 1982 meublée de 102 m² avec jardin (garage...";"locations";"maisons";"Pap";"Muides-Sur-Loire";"41500"
"910";"73.0";"3";"2";"Dans ferme ancienne entièrement rénovée, appartement sur 2 niveaux, 71 m2 + terrasse 33 m2 et jardin privatif 60 m2, **très calme et lumineux, sans vis-à-vis**. Entièrement isolé, double vitrage,...";"locations";"maisons";"Pap";"Nogent-Le-Roi";"28210"
"3870";"160.0";"6";"4";"Maison de 160 m2 rénovée en 2020, avec jardin de 200 m2, dans quartier recherché, à 7 min à pied de la gare Chaville Rive Droite. Elle comprend au rez de chaussée : -	entrée spacieuse, -	cuisine...";"locations";"maisons";"Pap";"Chaville";"92370"
"1850";"113.0";"5";"4";"Maison de 113 m², **au calme, dans un ancien corps de ferme, avec grande terrasse en bois exposée plein sud**, cour privative et préau couvert pour stationnement.  Idéale pour une famille ou un...";"locations";"maisons";"Pap";"Celle-Les-Bordes";"78720"
"8500";"265.0";"7";"5";"La villa se trouve à 5min à pied du vieux village de Mougins, qui est essentiellement composé de petites ruelles, de restaurants, et de galeries d'art.  L'accès autoroute est à 5 min, La Croisette De...";"locations";"maisons";"Pap";"Mougins";"06250"
"990";"37.0";"2";"1";"Maison d'environ 37m² habitables, avec une cuisine équipée, une chambre, un bureau, une salle de bains et de nombreux rangements. 10min à pied du RER B (Massy-Verrières), proximité commerces et...";"locations";"maisons";"Pap";"Verrières-Le-Buisson";"91370"
"1795";"80.0";"4";"3";"Quartier pavillonnaire avec écoles. La Mare. Bail  en  meublé Maison mitoyenne 80 m2 : cuisine américaine-salon/salle à manger et wc, 3 chambres à l'étage, salle de bains et  1  wc. Grenier.";"locations";"maisons";"Pap";"Drancy";"93700"
"1350";"72.0";"4";"3";"Centre village, copropriété calme de 4 lots, vue exceptionnelle au balcon. Maison Duplex 80 m2, 20 min de la Gare St-Lazare.  Grand séjour cuisine clair de 35 m2 -3.60 HSP - oriente sud ouest vers...";"locations";"maisons";"Pap";"Montigny-Lès-Cormeilles";"95370"
"2250";"193.0";"8";"4";"193 m2 habitable, construit 2010, terrain 8500 m2, bord forêt protégée, dans impasse. Façade jardin Exposition Sud, très calme. Proximité autoroutes, proximité écoles, 4 chambres avec 4 salles de...";"locations";"maisons";"Pap";"Fegersheim";"67640"
"460";"135.0";"6";"2";"**Colocation**  2 chambre meublée d'environ 14 **  avec tout le nécessaire (linge de lit et pour cuisiner) chez l'habitant avec baille individuel au 1er étage d'une grande maison entre jeunes...";"locations";"maisons";"Pap";"Orléans";"45000"
"1500";"105.0";"5";"3";"Je loue cette belle maison de 105m² construite en 2013, située dans un lotissement de standing implanté dans un environnement calme Cette maison de 2 étages comprend 5 pièces, plus une pièce...";"locations";"maisons";"Pap";"Tampon";"97430"
"3000";"300.0";"8";"4";"À 40 min de Paris. Maison dans la région de Montfort-L'Amaury. Très belle propriété 300 m² et ses dépendances dans parc paysager 5.000 m².  Rez-de-chaussée : entrée, wc avec lave mains, double salon...";"locations";"maisons";"Pap";"amaury";"78490"
"8500";"265.0";"7";"5";"La villa se trouve à 5min à pied du vieux village de Mougins, qui est essentiellement composé de petites ruelles, de restaurants, et de galeries d'art.  L'accès autoroute est à 5 min, La Croisette De...";"locations";"maisons";"Pap";"Mougins";"06250"
"980";"130.0";"5";"4";"Environnement sans vis-à-vis vue sur la campagne. Liste des pièces  R de CH ; 1 véranda mi tuile mi vitres avec volet roulant périphérique et protection solaire toit. 1 cuisine semi-aménagée environ...";"locations";"maisons";"Pap";"Champigny-Le-Sec";"86170"
"3800";"190.0";"7";"3";"Location Meublée 190 m² (Maison Principale + Annexe Indépendante) sur 500 m² de Terrain – Disponible à partir du 01/05/2026  Située dans une rue très calme et peu passante, au cœur du quartier...";"locations";"maisons";"Pap";"Vélizy-Villacoublay";"78140"
"879";"84.0";"4";"3";"Maison entièrement rénovée située à Taupont, au calme.  Surface : 83 m² habitables (88 m² au sol).  Composition : -3 chambres dont 1 au rez-de-chaussée -Cuisine aménagée -Salle de bain avec douche,...";"locations";"maisons";"Pap";"Taupont";"56800"
"1350";"71.0";"3";"2";"Au coeur du village de Neauphle le Château, à proximité immédiate des commerces et du marché. **Belle maison meublée rénovée avec fenêtres pvc double vitrage**, chauffage individuel par radiateurs...";"locations";"maisons";"Pap";"Neauphle-Le-Château";"78640"
"2100";"54.0";"3";"2";"**Tiny house de charme 54 m²** – Hypercentre Nanterre (Rue de l’Église), au pied de la Cathédrale – 2 chambres – 3 niveaux. Au cœur de la vieille ville de Nanterre, Rue de l’Église, au pied de la...";"locations";"maisons";"Pap";"Nanterre";"92000"
"920";"180.0";"6";"5";"**Maison spacieuse**, poêle à granules puissant, entourée d'un beau jardin, dans le bourg, près de l'école , des commerces,services,  à 1km des plages Sables d'Or, 17 minutes de Lamballe, service de...";"locations";"maisons";"Pap";"Plurien";"22240"
"2100";"127.0";"5";"4";"Charmante maison 5 pièces – 127 m² – Grande terrasse plein sud – Ancien corps de ferme  Située dans un ancien corps de ferme, à environ 2 km du village, cette maison offre un cadre calme et agréable,...";"locations";"maisons";"Pap";"Celle-Les-Bordes";"78720"
"1150";"110.0";"5";"3";"Maison ancienne de ville à étages entièrement rénovée et isolée. Située en centre ville, 3 mn à pied des boutiques et 15 mn à pied de la gare de Rantigny. Environ 110m2 avec entrée sous porche...";"locations";"maisons";"Pap";"Liancourt";"60140"
"765";"50.0";"2";"1";"Maison de ville donnant sur rue à 3 mn à pied du centre, 15 mn à pied de la gare Rantigny. Rénovée & isolée, elle comprend sur environ 50 m2 de plain-pied : Entrée sur séjour, une cuisine aménagée...";"locations";"maisons";"Pap";"Liancourt";"60140"
"1950";"60.0";"3";"2";"Rare à la location – **Maison indépendante avec jardin et terrasse plein sud, au calme.** Édifiée sur un terrain arboré d'environ 520 m², cette maison développe environ 120 m² de surface utile (60 m²...";"locations";"maisons";"Pap";"Verrieres-Le-Buisson";"91370"
"650";"100.0";"3";"2";"**Maison meublée avec tous les équipements**. 24300 St Front la Rivière    (10 km de Nontron, 12 km de Brantome). Disponible à partir du 01 Septembre 2026 jusqu'au 30 juin 2027pour 2 personnes Idéal...";"locations";"maisons";"Pap";"Saint-Front-La-Rivière";"24300"
"3000";"300.0";"8";"4";"À 40 min de Paris. Maison dans la région de Montfort-L'Amaury. Très belle propriété 300 m² et ses dépendances dans parc paysager 5.000 m².  Rez-de-chaussée : entrée, wc avec lave mains, double salon...";"locations";"maisons";"Pap";"amaury";"78490"
"910";"73.0";"3";"2";"Dans ferme ancienne entièrement rénovée, appartement sur 2 niveaux, 71 m2 + terrasse 33 m2 et jardin privatif 60 m2, **très calme et lumineux, sans vis-à-vis**. Entièrement isolé, double vitrage,...";"locations";"maisons";"Pap";"Nogent-Le-Roi";"28210"
"2190";"123.0";"6";"3";"Disponible : maison récente (2019) meublée de 123 m² sur 200 m² de terrain comprenant sur 2 étages : - Rez-de-chaussée : vaste salon-séjour très lumineux, cuisine ouverte avec coin repas, large...";"locations";"maisons";"Pap";"Villebon-Sur-Yvette";"91140"
"1550";"118.0";"5";"4";"À Crépy-en-Valois, à deux pas de la gare et des commerces, dans un quartier résidentiel recherché, calme, venez découvrir cette maison lumineuse et récente de 2018, **tout confort**.  Elle offre : -...";"locations";"maisons";"Pap";"Crépy-En-Valois";"60800"
"2357";"139.0";"5";"3";"De particulier à particulier Lyon 06 Maison de ville T5 de 139 m² habitable sur un terrain de 227 m²  Nous vous proposons un loft atypique de très bonne prestation, climatisée, calme, orientée...";"locations";"maisons";"Pap";"Lyon";"69006"
"700";"140.0";"4";"3";"Sologne, Theillay.  **À usage de résidence secondaire**, dans les bois, à proximité d'un château, à 3 km d'un village tous commerces et commodités.   Maison ancienne, poutres et colombages,...";"locations";"maisons";"Pap";"Theillay";"41300"
"1099";"77.0";"3";"2";"Villa neuve 100 % meublée – Prête à vivre !   Disponible à partir de fin Avril  – Plain-pied – 78m² – Terrain 185 m².  Loyer : 1.099 €.  Posez vos valises, tout est déjà là ! Offrez-vous confort et...";"locations";"maisons";"Pap";"Pia";"66380"
"2200";"156.0";"6";"4";"**Charmante ferme ancienne entièrement réhabilitée**, où le cachet de l'ancien se marie harmonieusement avec le confort moderne. Dès l'entrée, vous serez séduit par les beaux volumes et la luminosité...";"locations";"maisons";"Pap";"Toulouse";"31000"
"1330";"104.0";"4";"3";"A louer maison individuelle dans un environnement calme et prisé d’Aulnoy-lez-Valenciennes.  La rénovation a été faite avec des matériaux de qualité. Voici le descriptif intérieur : • Large entrée...";"locations";"maisons";"Pap";"Aulnoy-Lez-Valenciennes";"59300"
"1550";"80.4";"4";"3";"--- Description : Idéalement située dans le quartier de l'Alouette à Herblay-sur-Seine (à 5 min à pied des bords de Seine), cette maison individuelle de 2015 offre 80,4 m² habitables sur un terrain...";"locations";"maisons";"Pap";"Herblay";"95220"
"2250";"160.0";"6";"4";"Dans commune limitrophe de Montpellier Maison de 2008, 160 m2, meublée, disponible à compter du 1er juin 2026 **Au calme**,cadre champêtre, sur terrain arboré de 1.650 m2. Arrosage automatique sur...";"locations";"maisons";"Pap";"Montferrier-Sur-Lez";"34980"
"1800";"70.0";"4";"3";"Face Paris. avec jardin,  très agréable, Pavillon meublé 70 m2, jardin, 3 chambres, grand salon, salle de bains, wc séparés. A 2 pas commerces.  Idéal Colocation étudiants.  Très bien situé, 5 min...";"locations";"maisons";"Pap";"Gentilly";"94250"
"600";"28.0";"2";"1";"T2 situé en face de l'entreprise FIC'ALU à Basse-Terre. Il est meublé, idéal pour étudiant, ou une personne seule. Il est composé d’un séjour lumineux avec une cuisine bien équipée, d’une chambre...";"locations";"maisons";"Pap";"Basse-Terre";"97100"
"980";"102.0";"6";"4";"Maison rénovée de plain-pied de 102 m² sur sous-sol complet 104 m2, implantée sur un terrain de 850 m² clôturé dans un quartier calme.  École sur la commune, arrêt de bus pour le collège et le lycée...";"locations";"maisons";"Pap";"Saint-Germain-Sur-Avre";"27320"
"2600";"110.0";"5";"4";"Maison à Châtillon (limite Clamart) de 110 m² habitables Cuisine équipée - 2 salles de bain 5 pièces (grand séjour de 37 m² + 4 autres pièces de 11 m² à 14 m²) Terrasse + Jardin (orientation Sud +...";"locations";"maisons";"Pap";"Châtillon";"92320"
"650";"30.0";"2";"1";"Maison de ville, dans le centre-ville avec tous les commerces ainsi que la gare avec le RER C. Au rez-de-chaussée :salon et la cuisine avec four et plaques à induction, emplacement pour...";"locations";"maisons";"Pap";"Saint-Chéron";"91530"
"1075";"118.0";"5";"3";"Maison de plain-pied sur un terrain de 670 m² à Fondettes dans un lotissement calme, idéalement placée, proche de toutes les commodités : fil bleu 11 et 68 à côté, centre de Tours et gare de...";"locations";"maisons";"Pap";"Fondettes";"37230"
"870";"140.0";"6";"2";"**Coup de cœur**  Prassouroux - VERRIERES en Forez Situé dans un petit hameau extérieur à Verrières-en-Forez  (42600) Logement-loft contemporain aménagé en 2004 dans une ancienne grange, avec vue Est...";"locations";"maisons";"Pap";"Verrières-En-Forez";"42600"
"1500";"90.0";"4";"3";"Location entièrement meublée, équipée pour bail mobilité, ou moyenne durée, vous n'avez que vos valises à poser. Piscine privée de 8mx 4m. 3 chambres avec literie 240x190 et une chambre avec un lit...";"locations";"maisons";"Pap";"Gajan";"30730"
"1480";"129.0";"6";"5";"Loue maison récente (2010) Lauzerville 5 chambres, très grand sous-sol, vue dégagée environnement très calme dans quartier huppé. Cuisine équipée grande pièce de vie ; salle de bains avec douche et...";"locations";"maisons";"Pap";"Lauzerville";"31650"
"1400";"70.0";"2";"1";"Loft sur 2 étages de 65 m² avec terrasse de 40 m²  Au rez-de-chaussée un salon avec cuisine Américaine équipée. Au 1er étage une grande chambre avec un petit dressing et une salle de bain équipée...";"locations";"maisons";"Pap";"Nanterre";"92000"
"850";"50.0";"3";"2";"**Maison Meublée avec stationnement**.   Amboise centre – 7 min à pied de la place du château.  Maison de 50 m2, au calme avec terrasse ensoleillée et jardin clôturé. Rdc : la pièce principale offre...";"locations";"maisons";"Pap";"Amboise";"37400"
"620";"46.0";"3";"2";"Location pour étudiant, stagiaire, alternant ou formation. En centre-ville, rue de Lorroy, attenant à la rue d'Auron. Quartier calme.  **Maisonnette de ville de 46 m2, meublée**, EDF compris, en...";"locations";"maisons";"Pap";"Bourges";"18000"
"965";"65.0";"3";"1";"Sur les hauteurs de Bons-en-Chablais, à louer petite maison mitoyenne entièrement rénovée sur 2 niveaux Niveau 1 : cuisine séparée équipée neuve (four plaque induction hotte) Cellier, wc Niveau 2 :...";"locations";"maisons";"Pap";"Bons-En-Chablais";"74890"
"835";"110.0";"4";"3";"Maison de ville située à Saint Macaire, sur 3 niveaux, récemment rénovée, disposant d'un séjour/cuisine et wc au rez-de-chaussée, de 2 chambres et 1 salle de Bain au 1er étage et d'une grande pièce...";"locations";"maisons";"Pap";"Saint-Macaire";"33490"
"1700";"90.0";"5";"4";"Maison 5 pièces 90 m² À proximité des transports, des écoles et des commerces, venez découvrir cette maison située dans un quartier pavillonnaire sur un terrain de 296 m² comprenant : -	Au...";"locations";"maisons";"Pap";"Plessis-Belleville";"60330"
"10500";"265.0";"6";"5";"**Villa californienne avec vue mer et collines** de 264 m² • 8 pièces • 5 chambres avec piscine chauffée, située dans un domaine fermé et calme près de Mougins. **Entièrement meublée & équipée haut...";"locations";"maisons";"Pap";"Mougins";"06250"
"9855";"365.0";"7";"4";"**Superbe maison d'architecte** (360m² répartis sur 4 niveaux), style contemporain. **Superbes aménagements intérieurs**, située dans une rue très calme à sens unique à proximité immédiate du parc...";"locations";"maisons";"Pap";"Paris";"75014"
"2190";"96.0";"5";"3";"Idéalement située dans quartier calme et résidentiel, proche commerces et arrêt de bus, jolie maison confortable avec jardin arboré et terrasse. Cuisine équipée et fonctionnelle ouverte, pièce de vie...";"locations";"maisons";"Pap";"Éguilles";"13510"
"1495";"92.0";"4";"3";"Dans un domaine sécurisé, résidentiel et calme à proximité de toutes commodités, commerces, école, centre ville, lycée, villa jumelée par un seul côté, sans vis à vis, vue exceptionnelle entièrement...";"locations";"maisons";"Pap";"Draguignan";"83300"
"3890";"280.0";"6";"4";"La villa se compose : - au rez-de-chaussée d’une varangue fermée donnant sur la piscine, d’un séjour salle à manger avec une cheminée, d’une cuisine ouverte sur le séjour et entièrement équipée avec...";"locations";"maisons";"Pap";"Saint-Denis";"97400"
"880";"80.0";"3";"2";"A louer sur la commune d'Orgueil, jolie maison de plain-pied meublée de 80 m², entièrement rénovée.  La maison dispose d'une pièce de vie comprenant un coin salon, un espace salle à manger, ainsi...";"locations";"maisons";"Pap";"Orgueil";"82370"
"765";"28.0";"2";"1";"Loue une maisonnette de type F2 a 2 minutes à pied de la gare et tout commerce. Entrée cuisine équipée, coin salon, wc séparé,chambre SDB(douche) dressing. Place de parking extérieur a côté de la...";"locations";"maisons";"Pap";"Pontault-Combault";"77340"
"900";"57.0";"2";"1";"Charmante maison T2 entièrement meublée, récemment rénovée, située dans le vieux bourg.  Elle se compose de : - Une chambre - Un salon chaleureux avec poêle à bois - Une cuisine entièrement équipée -...";"locations";"maisons";"Pap";"Plouharnel";"56340"
"490";"51.0";"2";"1";"Location d'une petite maison à St Germain / Proche St Savin Composée : - 1 salon / Salle à manger / Cuisine équipée - 1 Salle de Bains - 1 wc - 1 Chambre - 1 Cave  Chauffage électrique individuel Pas...";"locations";"maisons";"Pap";"Saint-Germain";"86310"
"2400";"52.0";"3";"2";"Nous louons notre magnifique maison en haut du parc de Belleville (métro Pyrénées le plus proche). Cette maison atypique est dans une villa où plusieurs petites maisons et voisins très très...";"locations";"maisons";"Pap";"Paris";"75020"
"520";"23.0";"2";"1";"Saint Nazaire - **Studio meublé à louer** Centre ville, proche gare ( 3 min à pied), bus et tous commerces. Studio neuf meublé, 2 pièces (23 m²) comprenant : une pièce de vie avec coin cuisine...";"locations";"maisons";"Pap";"Saint-Nazaire";"44600"
"1800";"80.0";"4";"3";"Découvrez cette superbe maison individuelle entièrement rénovée à neuf, meublée avec goût, idéalement située à proximité immédiate des transports. Un bien rare alliant confort moderne, espaces...";"locations";"maisons";"Pap";"Sucy-En-Brie";"94370"
"1720";"100.0";"4";"3";"Maison T4 de Charme avec verrière   Au cœur d'un hameau calme et proche d'un domaine équestre, agréable maison entièrement rénovée et meublée T4 - 100 m² avec terrasse et jardin (expo sud) comprenant...";"locations";"maisons";"Pap";"Bignon";"44140"
"1580";"116.0";"5";"3";"Située dans le paisible et réputé village de Recloses, à proximité immédiate de Fontainebleau (8 min du château), cette maison de plain pied offre une superficie d’un peu plus de 115 m2. Construite...";"locations";"maisons";"Pap";"Recloses";"77760"
"1100";"70.0";"4";"2";"Rare à 5 min de Perpignan Sud et à 10 min des plages. Entre Elne et Corneilla, maison meublée avec grand jardin et garage Location à l'année.  A 5 min de Perpignan sud, 5 min de St Cyprien, 10 min...";"locations";"maisons";"Pap";"Elne";"66200"
"1100";"70.0";"4";"2";"Rare à 5 min de Perpignan Sud et à 10 min des plages. Entre Elne et Corneilla, maison meublée avec grand jardin et garage Location à l'année.  A 5 min de Perpignan sud, 5 min de St Cyprien, 10 min...";"locations";"maisons";"Pap";"Elne";"66200"
"2100";"54.0";"3";"2";"**Tiny house de charme 54 m²** – Hypercentre Nanterre (Rue de l’Église), au pied de la Cathédrale – 2 chambres – 3 niveaux. Au cœur de la vieille ville de Nanterre, Rue de l’Église, au pied de la...";"locations";"maisons";"Pap";"Nanterre";"92000"
"9855";"365.0";"7";"4";"**Superbe maison d'architecte** (360m² répartis sur 4 niveaux), style contemporain. **Superbes aménagements intérieurs**, située dans une rue très calme à sens unique à proximité immédiate du parc...";"locations";"maisons";"Pap";"Paris";"75014"
"1970";"64.0";"4";"3";"Cette charmante maison d'environ 96 m2 est louée par un particulier (pas de frais de bail et d'état des lieux). Elle est située proche de PARIS 12ème. Toutes les fenêtres sont équipées de double...";"locations";"maisons";"Pap";"Maisons-Alfort";"94700"
"1500";"102.0";"6";"4";"Rez-de-chaussée, entrée, séjour salon avec cheminée, cuisine aménagée et équipée plaque vitro céramique hotte four micro-onde réfrigérateur congélateur lave-vaisselle une chambre salle de bain...";"locations";"maisons";"Pap";"Séné";"56860"
"760";"70.0";"4";"2";"À louer, maison de bourg meublée d’environ 70 m², située au cœur de Touvois, en fond de cour, au calme, refaite en grande partie fin 2024.  Au rez-de-chaussée : Cuisine aménagée et équipée refaite...";"locations";"maisons";"Pap";"Touvois";"44650"
"1525";"123.0";"4";"3";"Entre Thoiry et Montfort l'Amaury, 37 km de Paris (gare Montparnasse 35 min). Commerces / Ecoles à proximité.  Maison 123 m2, petite résidence. 3 chambres, 3 salles de bains, séjour cheminée, cuisine...";"locations";"maisons";"Pap";"Garancieres";"78890"
"1590";"128.0";"6";"4";"Chantereine-La Fontaine-Arcades-Castermant, Chelles (77500)  Maison 6 pièces de 128m² habitable, surface au sol totale de 171m² sur un terrain de 389m2 comprenant :  Une entrée, un séjour avec...";"locations";"maisons";"Pap";"Chelles";"77500"
"1199";"90.0";"4";"3";"Située au centre-ville de La Montagne 44620 (Nantes Métropole).  Exposé Sud-ouest, maison récente (2023) de 90 m² au RDC. Une pièce de vie de 36 m² avec cuisine aménagée et une arrière-cuisine. Trois...";"locations";"maisons";"Pap";"Montagne";"44620"
"980";"102.0";"6";"4";"Maison rénovée de plain-pied de 102 m² sur sous-sol complet 104 m2, implantée sur un terrain de 850 m² clôturé dans un quartier calme.  École sur la commune, arrêt de bus pour le collège et le lycée...";"locations";"maisons";"Pap";"Saint-Germain-Sur-Avre";"27320"
"495";"95.0";"4";"2";"Maison 95 m² – 2 chambres – Patio privatif – Liernais (21430) À louer, maison individuelle mitoyenne de 95 m² située proche du centre de Liernais, dans un environnement calme.  ⭐ Les + du logement •...";"locations";"maisons";"Pap";"Liernais";"21430"
"3400";"148.0";"6";"4";"Belle maison à louer de 148 m² habitables sur terrain clôturé et paysagé de 540m2 Située dans le quartier calme de Coeuilly, cette maison est idéale pour une vie de famille  Le bien se compose de -...";"locations";"maisons";"Pap";"Champigny-Sur-Marne";"94500"
"680";"66.0";"3";"1";"Vous recherchez le confort du moderne allié au charme de l'ancien ? Découvrez cette charmante maison de 66 m², entièrement rénovée, située en plein cœur de Saint-Paul-Cap-de-Joux(à 20min de Castres,...";"locations";"maisons";"Pap";"Saint-Paul-Cap-De-Joux";"81220"
